6.528454	7.818120
9.468995	9.933125
8.770200	9.905935
8.873428	8.446619
8.117306	8.162090
9.153441	8.825535
9.510392	9.228573
10.771341	11.887560
7.977150	7.614937
9.258116	10.845198
8.126675	7.547709
6.405334	8.078179
8.619727	9.657918
10.685141	10.043991
8.592336	8.651894
8.204666	8.796355
7.626029	8.336297
8.409722	8.511225
9.527368	8.527558
9.583388	8.700868
7.895154	7.591399
9.966205	8.060695
9.398293	8.940750
6.909863	5.352760
8.949968	9.082236
8.236142	9.873914
8.987933	7.917884
9.107330	8.588235
7.688469	9.848245
8.355105	7.502294
10.507900	11.099232
11.188442	10.890093
8.835948	9.336960
9.041700	8.956515
10.465719	10.063401
8.608989	9.569685
9.499914	9.368397
9.366786	9.212136
8.776118	7.898284
9.142338	10.760960
10.308825	10.052016
9.014782	8.158506
8.316660	9.366366
7.768910	8.056529
10.924661	11.533959
7.877522	9.482283
8.965446	10.209373
9.401324	9.763163
7.810669	6.376785
8.599019	8.592068
9.890150	9.949520
8.378627	7.052725
9.342998	8.569784
9.356841	8.835602
8.712371	11.461624
9.102044	8.910850
9.676975	10.055027
6.776572	7.436692
8.731423	9.361248
8.939405	7.387402
8.700495	7.776882
8.454111	7.849550
8.256716	8.161873
7.300010	7.886026
9.077867	8.404438
9.626003	9.943480
9.861686	9.867910
8.468496	8.434853
10.125674	9.136339
8.470262	6.829904
9.908340	9.009575
9.014032	9.546085
9.481572	8.642293
8.480593	8.734087
10.621114	12.133604
10.009591	11.413434
7.999825	8.190581
7.954131	7.978557
8.599612	8.322294
8.081748	9.384614
7.150553	7.185812
11.218486	10.485499
10.273985	10.312429
9.292195	9.443273
9.739753	8.165296
8.342279	8.585427
7.892859	6.956531
8.500273	8.021564
10.710100	11.096803
8.577065	7.603170
8.764912	7.682155
9.059214	8.759049
9.286808	8.252091
9.479792	8.700666
9.010514	7.777527
8.457670	9.076802
7.477922	6.978782
8.933009	8.492962
8.476795	9.144527
9.123361	9.544790
7.280700	7.709539
8.308937	9.148307
7.386852	8.452232
9.915355	8.717771
10.124157	9.867251
10.062271	7.707274
8.320924	7.744970
7.555867	7.699825
10.005704	10.719515
9.020844	8.387969
7.418086	7.080152
8.591282	8.608331
8.645087	7.816435
10.018745	11.225209
8.445770	7.149589
9.380966	9.622069
9.257157	9.417753
8.632486	7.865259
9.955709	7.698760
10.883581	11.510157
7.917168	8.717828
8.721795	8.188841
8.433241	8.298176
10.447632	11.514322
9.035971	8.953266
9.514178	7.396021
7.652292	8.446369
9.267292	10.372488
11.293749	9.901170
8.267716	7.494753
9.539591	9.514959
9.039873	10.742172
10.375120	11.509223
8.153878	8.376482
8.494618	7.941420
9.221666	8.664988
8.844911	9.288971
10.172621	8.705859
9.208042	8.939354
8.436924	9.208418
10.331486	12.295791
10.866348	12.761695
9.150581	8.755339
8.574644	8.944931
